agr;site_type;numero_de_site;hopital;site;adresse;post;commune;telefon;website;langue;region;province;region_hospitalier;type_hopital;statut;a;a1;a2;c;cd;d;e;g;ib_ptca_adultes;k;k1;k2;l;m;nic;s1;s2;s3;s4;s5;s6;t;t1;t2;tfb;tfp;tg;total_lits;capacite-fusion;remarques;officine_hospitaliere;imagerie_medicale_avec_scanner;tomographe_a_resonance_magnetique_rmn;scanner-pet;radiotherapie;centre_de_dialyse;programme_de_soins_pathologie_cardiaque_a;programme_de_soins_pathologie_cardiaque_b3;programme_de_soins_pathologie_cardiaque_b1-b2;programme_de_soins_pathologie_cardiaque_c;programme_de_soins_pathologie_cardiaque_e;programme_de_soins_pathologie_cardiaque_p;programme_de_soins_pathologie_cardiaque_t;collaboration_ou_association_concernant_programme_de_soins_pathologie_cardiaque;programme_de_soins_de_base_soins_de_l_avc;programme_de_soins_specialise_soins_de_l_avc_impliquant_des_procedures_invasives;programme_de_soins_medecine_de_la_reproduction_type_a;programme_de_soins_medecine_de_la_reproduction_type_b;association_concernant_du_programme_de_soins_medecine_de_la_reproduction;programme_de_soins_d_oncologie;programme_de_soins_de_base_en_oncologie;programme_coordinateur_de_soins_oncologiques_specialise_pour_le_cancer_du_sein;programme_de_soins_oncologiques_specialise_pour_le_cancer_du_sein_clinique_du_sein_satellite;programme_de_soins_oncologiques_specialise_pour_le_cancer_du_sein;programme_de_soins_pour_enfants;programme_de_soins_pour_le_patient_geriatrique_service_de_gériatrique;programme_de_soins_pour_le_patient_geriatrique_consultation_gériatrique;programme_de_soins_pour_le_patient_geriatrique_l_hôpital_de_jour_pour_le_patient_gériatrique;programme_de_soins_pour_le_patient_geriatrique_liaison_interne;programme_de_soins_pour_le_patient_geriatrique_liaison_externe;soins_intensifs;soins_neonatals_locaux_nx;soins_perinatals_regionaux;liaison_pediatrique;urgences;smur;banque_de_sang_hospitaliere;soins_palliatifs;hospitalisation_chirurgical_de_jour;hospitalisation_non_chirurgical_de_jour;coordination_locale_des_donateurs;fonction_de_mediateur;centre_de_transplantation;centre_pour_la_reproduction_humaine;centre_de_traitement_de_grands_brules;centre_d_expertise_pour_les_patients_comateux;centre_de_la_mucoviscidose;service_anatomopathologie
152;SS;2930;CENTRE HOSPITALIER CHRETIEN;NOTRE-DAME WAREMME;RUE DE SELYS LONGCHAMPS 4;4300;WAREMME;019/33.94.11;;F;W;Liège;Huy - Waremme;;;;;;;48;;;24;;;;;;;;;16;;;;;;;;;;;88;;;;;;;;;X;;;;;;;;;;;;;;Programme de soins de base en oncologie;;;;;;;;;;Soins Intensifs;;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR) exploité en alternance avec C.H. du Bois de l'Abbaye et de Hesbaye (site Joseph Wauters) - Waremme;;;Hospitalisation Chirurgicale de Jour;Hospitalisation non chirurgicale de jour;;;;;;;;
158;SP;2960;CENTRE HOSPITALIER CHRETIEN;ST.-VINCENT;RUE FRANCOIS LEFEBVRE 207;4000;ROCOURT;04/239.41.11;www.chc.be;F;W;Liège;Liège;Hôpital général;Privé;75;;;;30;;;;;;;;;61;35;;;;;;;;;;;;;201;319;;Officine Hospitaliere;;;;;;;;;;;;;;;;;X;;;Programme de soins de base en oncologie;;;;;;;;;;;Soins néonatals locaux ;Soins Périnatals Régionaux;;;;;Soins Palliatifs;Hospitalisation Chirurgicale de jour;Hospitalisation non chirurgicale de jour;Coordination locale des donneurs;;;;;;;
158;SS;2970;CENTRE HOSPITALIER CHRETIEN;STE. ELISABETH;RUE DU NAIMEUX 17;4802;HEUSY;087/21.31.11;;F;W;Liège;Verviers;;;;;;;74;;;24;;;;;;20;;;;;;;;;;;;;;118;;;;Imagerie médicale avec scanner;X (1);;;;X;;;;;;;;;;;;;;Programme de soins de base en oncologie;;;;;;;;;;Soins Intensifs;;;;Soins Urgents Spécialisés;;;;Hospitalisation chirurgicale de jour;Hospitalisation non chirurgicale de jour;;;;;;;;
164;SP;3230;VIVALIA - INSTITUT FAMENNE-ARDENNE-CONDROZ;PRINCESSE PAOLA;RUE DU VIVIER 21;6900;MARCHE-EN-FAMENNE;084/21.91.11;www.vivalia.info;F;W;Luxembourg;Luxembourg;Hôpital général;Public;;;;36;52;32;15;24;;;;;;23;;;;;;;;;;;;;;182;278;;Officine Hospitaliere;Imagerie médicale avec scanner;X (1);;;Centre de dialyse;X;;;;;X;;;;;;;;Programme de soins d'oncologie;;;;;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);Banque de sang hospitalière;Soins Palliatifs;Hospitalisation chirurgicale de jour;;Coordination locale des donneurs;;;;;;;
164;SS;3720;VIVALIA - INSTITUT FAMENNE-ARDENNE-CONDROZ;STE. THERESE;RUE DE HOUFFALIZE 1;6600;BASTOGNE;061/24.01.11;;F;W;Luxembourg;Luxembourg;;;;;;36;;36;;24;;;;;;;;;;;;;;;;;;;;96;;;;Imagerie médicale avec scanner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);;;Hospitalisation Chirurgicale de Jour;;;;;;;;;
166;SP;3290;CLINIQUE MATERNITE STE.-ELISABETH;STE. ELISABETH;PLACE LOUISE GODIN 15;5000;NAMUR;081/72.04.11;www.cmsenamur.be;F;W;Namur;Namur - Dinant;Hôpital général;Privé;;;;128;10;71;16;24;;;;;;52;;;;;;;;;;;;;;301;311;;Officine Hospitaliere;Imagerie médicale avec scanner ;X (1);;Radiothérapie (association avec Centre Hospitalier de Mouscron);Centre de dialyse;X;;X;;;X;;Les programmes partiels B1-B2 est utilisé en association avec CHU Godinne - Dinant, Mont-Godinne (039);;;;;;Programme de soins d'oncologie;;Programme coordinateur de soins oncologiques spécialisé pour le cancer du sein ;;;Programme de soins pour enfants (en association avec CHU Mont-Godinne - Dinant Agr/039);;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;;Banque de sang hospitalière;Soins Palliatifs;Hospitalisation Chirurgicale de jour;;Coordination locale des donneurs;;;;;;;
166;SS;2480;CLINIQUE MATERNITE STE.-ELISABETH;FOYER ST. FRANCOIS;RUE LOUIS LOISEAU 39A;5000;NAMUR;081/74.13.00;;F;W;Namur;Namur - Dinant;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;SP;3240;VIVALIA - CENTRE HOSPITALIER DE L'ARDENNE;;AVENUE DE HOUFFALIZE 35;6800;LIBRAMONT;061/23.81.11;www.vivalia.be;F;W;Luxembourg;Luxembourg;Hôpital Général;Public;;;;81;;70;15;60;;;;;;28;;25;32;;6;;;;;;;;;317;;;Officine Hospitaliere;Imagerie médicale avec scanner;;;;Centre de dialyse;X;;X;;;X;;Les programmes partiels B1-B2 est utilisé en association avec CHU Godinne - Dinant, Mont-Godinne (039);;;;X;;Programme de soins d'oncologie (Association avec Clinique du Sud - Luxembourg - Arlon);;;;;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);Banque de sang hospitalière;Soins Palliatifs;Hospitalisation chirurgicale de jour;;Coordination locale des donneurs;;;;;;;
170;SP;1660;ALGEMEEN ZIEKENHUIS OUDENAARDE;;MINDERBROEDERSSTRAAT 3;9700;OUDENAARDE;055/33.61.11;www.azoudenaarde.be;N;V;Oost-Vlaanderen;Oudenaarde;Algemeen ziekenhuis;Openbaar;;;;58;;75;15;53;;;;;;10;;;24;;;;;;;;;;;235;;Associatie mbt. de gezamelijke exploitatie van de dienst pediatrie en materniteit met het Universitair Ziekenhuis te Gent;Ziekenhuisapotheek;Medische Beeldvorming met scanner;;;;;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;Zorgprogramma voor kinderen (Associatie met Universitair Ziekenhuis - Gent);dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
176;SP;1800;ALGEMEEN STEDELIJK ZIEKENHUIS;A.S.Z. AALST;MERESTRAAT 80;9300;AALST;053/76.41.11;www.asz-aalst.be;N;V;Oost-Vlaanderen;Aalst;Algemeen ziekenhuis;Openbaar;30;;;97;;98;24;60;;;;;;29;;;;;6;;;;;;;;;344;568;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;X (1);;Associatie m.b.t. de gezamelijke exploitatie van de diensten radiotherapie met het UZ Brussel (erk. 143);;X;X;;;X;X;;B3 = associatie met Universitair Ziekenhuis te Brussel;;;;;;Zorgprogramma oncologie;;Coördinerend gespecialiseerd oncologisch zorgprogramma voor borstkanker;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Associatie mbt. de gezamelijke exploitatie van de functie Mobiele Urgentiegroep (MUG) via alternerende werking met het Onze Lieve Vrouw Ziekenhuis - Aalst;Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
176;SS;1820;ALGEMEEN STEDELIJK ZIEKENHUIS;A.S.Z. GERAARDSBERGEN;GASTHUISSTRAAT 4;9500;GERAARDSBERGEN;054/43.21.11;;N;V;Oost-Vlaanderen;Aalst;;;;;;41;;59;;30;;;;;;10;;;;;;20;;;;;;;;160;;;;Medische Beeldvorming met scanner;;;;;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;dienst voor geriatrie;geriatrisch consult;;;;Intensieve zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
176;SS;1810;ALGEMEEN STEDELIJK ZIEKENHUIS;A.S.Z. WETTEREN;WEGVOERINGSTRAAT 73;9230;WETTEREN;09/368.82.11;;N;V;Oost-Vlaanderen;Dendermonde;;;;;;;;;;24;;;;;;;;20;20;;;;;;;;;;;64;;;;Medische Beeldvorming met scanner;;;;;X;;;;;;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;dienst voor geriatrie;geriatrisch consult;;;;;;;;;;Ziekenhuisbloedbank;;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
204;SP;1460;ALGEMEEN ZIEKENHUIS JAN PORTAELS;;GENDARMERIESTRAAT 65;1800;VILVOORDE;02/254.64.00;www.azjanportaels.be;N;V;Vlaams-Brabant;Vilvoorde - Dilbeek;Algemeen ziekenhuis;Privaat;30;6;;112;;109;15;74;;;;;;24;;;30;;6;;;;;;;;;406;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;X (1);;;;X;;;;;X;;;;;;;;Zorgprogramma oncologie;;;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
217;SP;1900;ALGEMEEN ZIEKENHUIS ST.-ELISABETH;;GODVEERDEGEMSTRAAT 69;9620;ZOTTEGEM;09/364.81.11;www.sezz.be;N;V;Oost-Vlaanderen;Oudenaarde;Algemeen ziekenhuis;Privaat;30;;;94;;111;25;24;;;;;;20;;;30;;;;;;;;;;;334;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;X (1);;;;X;;;;;X;;;;;;;Associatie zorgprogramma reproductieve geneeskunde type A met het A.Z. St. Lucas, Gent, het zorgprogramma is gelokaliseerd in het A.Z. St. Lucas, Gent;Zorgprogramma oncologie;;;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
236;SP;4280;"REVALIDATIEZIEKENHUIS ""REVARTE""";;DRIE EIKENSTRAAT 659;2650;EDEGEM;03/210.60.60;www.revarte.be;N;V;Antwerpen;Antwerpen;Geriatrisch ziekenhuis;Privaat;;;;;;;;52;;;;;;;;;142;;;;;;;;;;;194;;;Ziekenhuisapotheek;;;;;;;;;;;;;;;;;;;;;;;;;dienst voor geriatrie;geriatrisch consult;;;externe liaison;;;;;;;;Palliatieve zorgen ;;;;;;;;;;
242;SP;2350;CENTRE NEUROLOGIQUE ET DE READAPTATION FONCTIONNELLE;;CHAMPS DES ALOUETTES 30;4557;FRAITURE-EN-CONDROZ;085/51.91.11;www.cnrf.be;F;W;Liège;Huy - Waremme;Hôpital spécialisé;Privé;30;;;;;;;;;;;;;;;;20;100;;;;;;;;;;150;;;Officine Hospitaliere;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Soins Palliatifs;;;;;;;;Centre d'expertise pour les patients comateux (5 lits);;
243;SP;3570;JESSAZIEKENHUIS;SALVATOR;SALVATORSTRAAT 20;3500;HASSELT;011/28.91.11;www.jessazh.be;N;V;Limburg;Hasselt - Genk;Algemeen ziekenhuis met universitair karakter;Privaat;;;;119;;47;;119;;;;;;;;;;;7;;20;;;;;;;312;988;Associatie met St. Franciscusziekenhuis, Heusden (714) mbt de gezamelijke exploitatie van psychiatrische ziekenhuisdiensten 65 A- bedden, 18 a1- plaatsen en 2 a2- bedden;Ziekenhuisapotheek (Het magazijn gevestigd Ekkelgarden 14, 3500 Hasselt maakt deel uit van de functie ziekenhuisapotheek);Medische Beeldvorming met scanner (1);X (1);;;;X;;;;;X;;;;;;;;Zorgprogramma oncologie;;;;;;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;;;;;;Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
243;SS;3590;JESSAZIEKENHUIS;VIRGA JESSE;STADSOMVAART 11;3500;HASSELT;011/30.81.11;;N;V;Limburg;Hasselt - Genk;;;30;10;;165;;235;40;30;;;20;;;56;;;;;;;;;;;;;;586;;;;Medische Beeldvorming met scanner (2);X (2);Pet- scanner ;Radiotherapiedienst (Limburgs Oncologisch Centrum);Dialysecentrum;X;X;;;X;X;;;;;X;;Associatie met Ziekenhuis Oost-Limburg, Genk (Type B);Zorgprogramma oncologie;;Coördinerend gespecialiseerd oncologisch zorgprogramma voor borstkanker;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);Ziekenhuisbloedbank;;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;Dienst anatomopathologie
243;SS;3580;JESSAZIEKENHUIS;ST. URSULA;DIESTSESTEENWEG 5;3540;HERK-DE-STAD;013/55.17.11;;N;V;Limburg;Hasselt - Genk;;;;;;;;;;;;;;;;;;;55;35;;;;;;;;;;90;;;;Medische Beeldvorming met scanner (1);;;;;X;;;;;;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;dienst voor geriatrie;geriatrisch consult;;;;;;;;;;Ziekenhuisbloedbank;;;;;;;;;Expertisecentrum voor comapatiënten (5 bedden);;
246;SP;3690;VIVALIA - CLINIQUES DU SUD-LUXEMBOURG;ARLON;RUE DES DEPORTES 137;6700;ARLON;063/23.11.11;www.vivalia.info;F;W;Luxembourg;Luxembourg;Hôpital général;Public;;;;78;36;101;20;42;;;;;;30;;;;;;;;;;;;;;307;403;;Officine Hospitaliere;Imagerie médicale avec scanner ;X (1);;;;X;;X;;X;X;;Les programmes partiels B1-B2 est utilisé en association  de CHU Sart-Tilman à Liège (707);;;;;;Programme de soins d'oncologie (Association avec Vivalia - Centre Hospitalier de l'Ardenne - Libramont);;;;Programme de soins oncologiques spécialisé pour le cancer du sein;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);Banque de sang hospitalière;Soins Palliatifs;Hospitalisation chirurgicale de jour;;Coordination locale des donneurs;;;;;;;
246;SS;3700;VIVALIA - CLINIQUES DU SUD-LUXEMBOURG;VIRTON;RUE DE HARNONCOURT 48;6762;SAINT-MARD;063/58.81.11;;F;W;Luxembourg;Luxembourg;;;30;;;;;;;;;;;;;;;;30;;6;30;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hospitalisation chirurgicale de jour;;;;;;;;;
247;SP;2770;CENTRE HOSPITALIER DE MOUSCRON;;AVENUE DE FECAMP 49;7700;MOUSCRON;056/85.85.85;www.chmouscron.be;F;W;Hainaut;Tournai - Mouscron;Hôpital général;Privé;30;6;;104;36;97;16;28;;;;;;18;;;;;;;20;;;;;;;355;;;Officine Hospitaliere;Imagerie médicale avec scanner;;;Radiothérapie (Association avec Clinique Ste. Elisabeth à Namur);Centre de dialyse;X;;X;;;X;;Les programmes partiels B1-B2 est utilisé en association avec Cliniques Universitaires St. Luc, Bruxelles (403);;;;;;Programme de soins d'oncologie;;;"Programme de soins oncologiques spécialisé pour le cancer du sein ""Clinique du sein satelitte""";;Programme de soins pour enfants;Service de gériatrique;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);Banque de sang hospitalière;Soins Palliatifs;Hospitalisation Chirurgicale de Jour;Hospitalisation non chirurgicale de jour;Coordination locale des donneurs;;;;;;;
249;SP;3160;CENTRE DE SANTE DES FAGNES;;BOULEVARD LOUISE 18;6460;CHIMAY;060/21.88.11;www.csf.be;F;W;Hainaut;Charleroi;Hôpital général;Public;;;;30;30;30;15;24;;;;;;15;;;;;;;;;;;;;;144;;;Officine Hospitaliere;Imagerie médicale avec scanner;;;;;X;;;;;X;;;;;;;;;Programme de soins de base en oncologie;;;;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);Banque de sang hospitalière;Soins Palliatifs;Hospitalisation Chirurgicale de Jour;;Coordination locale des donneurs;;;;;;;
254;SP;2730;C.H.U. ET PSYCHIATRIE DE MONS-BORINAGE;;BOULEVARD KENNEDY 2;7000;MONS;065/41.40.00;www.hap.be;F;W;Hainaut;Mons;Hôpital général à caractère universitaire;Public;30;;;82;33;76;27;74;;;;;;20;;;20;20;6;;;;;;;;;388;;;Officine Hospitaliere;Imagerie médicale avec scanner ;X (1);;;;X;;X;;;X;;Les programmes partiels B1-B2 est utilisé en association avec C.H.U. de Charleroi (718);;;X;;;Programme de soins d'oncologie;;Programme coordinateur de soins oncologiques spécialisé pour le cancer du sein;;;Programme de soins pour enfants;;;;;;Soins intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR) exploité en alternance avec C.H.R. St. Joseph - Hôpital de Warquignies (site St. Joseph) - Mons;Banque de sang hospitalière;Soins Palliatifs;Hospitalisation chirurgicale de jour;Hospitalisation non chirurgicale de jour;Coordination locale des donneurs;;;;;;;
257;SP;2980;KLINIK ST.-JOSEF;;KLOSTERSTRASSE 9;4780;SANKT-VITH;080/85.41.11;www.klinik.be;F;W;Lüttich;Verviers;Allgemein krankenhaus;Privé;30;8;;;75;;;;;;;;;10;;;;;;20;;;;;;;;143;156;;;Imagerie médicale avec scanner;X (1);;;;X;;;;;X;;;;;;;;;Programme de soins de base en oncologie;;;;;;;;;;;;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);Banque de sang hospitalière;Soins Palliatifs;Hospitalisation Chirurgicale de Jour;;;Fonction de médiateur;;;;;;
257;SS;2981;KLINIK ST.-JOSEF;HOPITAL DE JOUR  PSYCHIATRIQUE;VERVIERSER STRASSE 26;4700;EUPEN;087/59.83.07;;F;W;Lüttich;Verviers;;;;7;;;;;;;;;6;;;;;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;SP;3260;C.H.U. MONT-GODINNE - DINANT;ST. VINCENT;RUE ST.-JACQUES 501;5500;DINANT;082/21.24.11;www.chudinantgodinne.be;F;W;Namur;Namur - Dinant;Hôpital général;Privé;;;;35;41;70;15;30;;;;;;20;;;;;;;;;;;;;;211;235;;Officine Hospitaliere;Imagerie médicale avec scanner;X (1);;;;;;;;;;;;;;;;;Programme de soins d'oncologie;;;;;Programme de soins pour enfants;;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR);Banque de sang hospitalière;Soins Palliatifs;Hospitalisation Chirurgicale de jour;Hospitalisation non chirurgicale de jour;Coordination locale des donneurs;;;;;;;
264;SS;3270;C.H.U. MONT-GODINNE - DINANT;STE. ANNE;RUE PONT D'AMOUR 50;5500;DINANT;082/22.40.44;;F;W;Namur;Namur - Dinant;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;24;;;;;;;;;X;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;SP;1650;ALGEMEEN ZIEKENHUIS LOKEREN;;LEPELSTRAAT 2;9160;LOKEREN;09/340.81.11;www.azlokeren.be;N;V;Oost-Vlaanderen;Sint-Niklaas;Algemeen ziekenhuis;Openbaar;;;;55;;55;15;26;;;;;;19;;;;;;;;;;;;;;170;;;Ziekenhuisapotheek;Medische Beeldvorming met scanner;;;;;X;;;;;X;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;;Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
266;SP;2710;CHR MONS - HAINAUT;ST. JOSEPH;AV. B. DE CONSTANTINOPLE 5;7000;MONS;065/38.55.11;www.chrmonshainaut.be;F;W;Hainaut;Mons;Hôpital général;Privé;;;;46;6;78;16;24;;;20;;;19;;;;;6;23;;;;;;;;238;458;;Officine Hospitaliere;Imagerie médicale avec scanner;X (1);;;;X;;X;;;;;Les programme partiels B1-B2 est utilisé en association avec Cliniques Universitaires St. Luc, Bruxelles (403);;;;;;Programme de soins d'oncologie;;;;Programme de soins oncologiques spécialisé pour le cancer du sein;Programme de soins pour enfants;dienst voor geriatrie;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR) exploité en alternance avec C.H.U. Ambroise Paré - Mons;;Soins Palliatifs;Hospitalisation chirurgicale de jour;;Coordination locale des donneurs;;;;;;;
266;SS;2720;CHR MONS - HAINAUT;WARQUIGNIES;RUE DES CHAUFOURS 27;7300;BOUSSU;065/38.55.11;;F;W;Hainaut;Mons;;;;;;30;6;32;10;72;;;;;;17;;;27;26;;;;;;;;;;220;;;;Imagerie médicale avec scanner;;;;;;;;;;;;;;;;;;Programme de soins d'oncologie;;;;;Programme de soins pour enfants;dienst voor geriatrie;;;;;Soins Intensifs;Soins néonatals locaux;;;Soins Urgents Spécialisés;Service mobile d'urgence (SMUR) exploité en alternance avec C.H. EpiCura - Site Baudour et Hornu (410);Banque de sang hospitalière;;Hospitalisation chirurgicale de jour;;;;;;;Centre d'expertise pour les patients comateux (6 lits);;
290;SP;1630;ALGEMEEN ZIEKENHUIS ST. LUCAS ;ST. LUCAS;GROENEBRIEL 1;9000;GENT;09/224.61.11;www.azstlucas.be;N;V;Oost-Vlaanderen;Gent - Eeklo;Algemeen ziekenhuis;Privaat;30;;;228;;229;35;33;;;;;;62;;;;;;;;;;;;;;617;795;;Ziekenhuisapotheek;Medische Beeldvorming met scanner (2 toestellen);X (2);;Radiotherapie;Dialysecentrum;X;;X;;;X;;Deelprogramma B1-B2 wordt uitgebaat in associatie met Universitair Ziekenhuis, Gent (670);;;X;;;Zorgprogramma oncologie;;Coördinerend gespecialiseerd oncologisch zorgprogramma voor borstkanker;;;Zorgprogramma voor kinderen;dienst voor geriatrie;geriatrisch consult;;;externe liaison;Intensieve Zorgen;Lokale neonatale zorgen;;;Gespecialiseerde Spoedgevallenzorg;Associatie mbt. de gezamelijke exploitatie van de functie Mobiele Urgentiegroep (MUG) via alternerende werking met A.Z. Jan Palfijn (campus Watersportbaan) - Gent;Ziekenhuisbloedbank;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;;;;;;
290;SS;1640;ALGEMEEN ZIEKENHUIS ST. LUCAS;VOLKSKLINIEK;TICHELREI 1;9000;GENT;09/224.56.11;;N;V;Oost-Vlaanderen;Gent - Eeklo;;;;;;;;;;92;;;;;;;;;;50;12;24;;;;;;;;178;;;;Medische Beeldvorming met scanner;;;;;;;;;;;;;;;;;;;Zorgprogramma oncologische basiszorg;;;;;dienst voor geriatrie;geriatrisch consult;;;;;;;;Eerste opvang van Spoedgevallen;;;;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;;;;;;;;
300;SP;4220;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;;WILRIJKSTRAAT 10;2650;EDEGEM;03/821.30.00;www.uza.be;N;V;Antwerpen;Antwerpen;Universitair ziekenhuis;Openbaar;;;;249;;250;35;;;;;;;20;19;;;;;;;;;;;;;573;;Associatie met het PZ St. Norbertus, Duffel mbt de gezamelijke exploitatie van 90 A- bedden met korte verblijfsduur gericht op psychose angst en depressie en wachtdienst, deze diensten zijn gevestigd in het PZ St. Norbertus, Stationsstraat 22C te 2570 Duffel. De dienst ambulante consultatie psychiatrie, het universitair forensisch centrum, de crisis- en liaisonpsychiatrie en de psychiatrische wachtdienst zijn gelokaliseerd in het UZA, Edegem;Ziekenhuisapotheek;Medische Beeldvorming met scanner;X (3);Pet- scanner;Associatie met de radiotherapiedienst van het ZNA Campus Middelheim te Antwerpen en Associatie Iridium Kankernetwerk GZA- ziekenhuizen St. Augustinus, Antwerpen, AZ Nikolaas, St. Niklaas en AZ Klina, Brasschaat;Dialysecentrum;X;X;;;X;X;X;;;;;X;;Zorgprogramma oncologie;;;;Gespecialiseerd oncologisch zorgprogramma voor borstkanker;Zorgprogramma voor kinderen;;;;;;Intensieve Zorgen;Lokale neonatale zorgen;Regionale Perinatale zorgen;;Gespecialiseerde Spoedgevallenzorg;Mobiele Urgentiegroep (MUG);;Palliatieve Zorgen;Chirurgische Daghospitalisatie;Niet- chirurgische daghospitalisatie;Lokale donorcoördinatie;;Transplantatiecentrum;Centrum voor menselijke erfelijkheid;;;Mucoviscidosecentrum;
